1000,comment,Prequalified sentiment,Information,Opinion,Advice,Impression,Progress,Exercise,Body,Video,Length,Reviewer
2165,"This calm yoga practice is exactly what I needed today. 
I have been feeling quite low in energy these past weeks (and months tbh), but committing to this 30day yoga journey gives me something to look forward to every single day. And it connects me with myself and the joy of life. So thank you, Adriene, and everyone who is following this journey. 
We got this💜 together we heal, together we rise, together we shine✨",0.9994028807,0.80,0.70,0.30,0.70,0.90,0.60,-0.60,0.70,418,D
2166,Had a very rough day today. Struggled to get to the mat. Forgave myself and then thanked myself for arriving and staying. My breath is my anchor... my anchor is my breath.,0.9990463853,-0.50,0.70,0.30,0.90,0.80,0.60,-0.50,0.70,171,D
2167,Day 4 ✨ and hi to the 8000 people who did it with me 🪴,0.9962604046,0.60,0.30,0.00,0.40,0.80,0.20,0.00,0.50,55,D
2168,Gratitude 🇧🇷🌻,0.9997124076,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,16,D
2169,"Lovely low-to-the-ground practice today... mmmmm.  Is it just me or did anyone notice a better focus after yesterday's 'ocean breath' practice?  I've been mindful about using the Ujjayi breath on and off since last night and I've been unusually calm and alert.  Yikes, who knew?  Loving it!!",0.9994284511,0.80,0.60,0.40,0.80,0.90,0.70,0.70,0.70,291,D
2170,❤️,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,2,D
2171,Don’t know what I love more... Adriene’s Yoga or watching Benji watch things outside... awww 😍,-0.991607666,0.50,0.70,0.00,0.60,0.00,0.60,0.00,0.80,95,D
2172,"I really want to keep on this journey, but if I'm honest this is a bit too intense for my body - especially on my wrists and back. Can anyone recommend another 30 day journey or playlist that's more beginner level? :)",-0.9198138118,-0.80,0.30,0.70,-0.60,-0.60,-0.30,-0.80,0.00,217,D
2173,"I've been experiencing lower back pain everytime I try to get into a steady yoga practice. It's not muscle soreness from the workout because it doesn't go away even after months of practicing. Anyone have some insight on how to remedy this? Is it a common issue? I always keep my back as straight as possible, but especially in moves like Baby Cobra, it hurts..",-0.977200985,-0.80,0.00,0.80,-0.60,-0.60,0.00,-0.80,0.00,361,D
2174,"Day 5 Complete (April 13, 2021) ❤️😊",0.9666085839,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.00,36,D
2175,77-86k! I was too tired to practice but I showed up anyway. Ahhhh can't believe we've done this for 5 days straight. ❤,0.9758826494,-0.60,0.30,0.00,0.80,0.70,0.00,-0.30,0.70,118,D
2176,Loved it today Adriene! Hi everyone!! :-),0.9997143149,0.40,0.70,0.00,0.40,0.00,0.40,0.00,0.60,41,D
2177,"1. Benji makes me smile every morning. 
2. Favorite quote from today : and if it feels right, lift the corners of your mouth just a bit, because, you did it. 
3. We did it! Here’s to day 6!",0.999414444,0.70,0.80,0.00,0.60,0.70,0.60,0.00,0.80,189,D
2178,"Another day, another routine, another opportunity to be grateful <3",0.9789121151,0.60,0.30,0.00,0.60,0.70,0.00,0.00,0.70,67,D
2179,Namaste,0.7529826164,0.00,0.40,0.00,0.60,0.00,0.60,0.00,0.60,7,D
2180,"🙏🔥 🙏
🔥 🙏🔥",-0.8616328835,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,15,D
2181,"Another great practice, thanks! When I do the breath of fire I become lightheaded and dizzy. Not a nice feeling. Don't know if this is normal or not...?",-0.9981226325,-0.70,0.40,0.60,-0.60,0.00,0.70,-0.60,0.70,152,D
2182,🔥 🔥 🔥 I woke muscles i forgot I had,-0.9756354094,-0.60,0.40,0.00,-0.70,0.40,-0.70,-0.80,0.70,38,D
2183,Oops I did it again :D ;),-0.9790689349,0.30,0.00,0.00,0.20,0.00,0.00,0.00,0.00,25,D
2184,Adriene is such a great teacher but pets need classes from Benji too. My cat was very concerned with some postures and was meowing so loud I had to finish a couple of movements earlier laughing.  Namaste and  special thanks to the 14k people who did it at the same time as I did. We're in this together!,0.9982269406,0.70,0.60,0.70,0.60,0.60,0.60,0.30,0.60,303,D
2185,"Ouch, struggled with some if today’s practice. Hopefully will gain some core strength by the end of the month. Love to the March followers ❤️",0.997885406,-0.60,0.30,0.20,0.70,0.50,-0.70,-0.60,0.50,141,D
2186,Thank you 💚,0.9998127818,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,12,D
2187,"LOL- My cat wasn't really sure what was happening while I was doing Fire Breath!  The cats and the dog usually join me to do yoga. I am behind, but really getting a lot out of this practice!  Thank you for sharing your practice with all of us two and four legged folks.",0.9976565838,0.60,0.70,0.00,0.70,0.70,0.70,0.00,0.60,269,D
2188,Okay now I realize how out of shape I am. Thank you Adriene!,0.9993263483,-0.80,0.60,0.00,0.70,0.40,0.50,-0.80,0.60,60,D
2189,"Wow, this was a really good practice. At the end, I felt like I had a glowing, warm, ball of love in my belly.",0.9998728037,0.60,0.50,0.00,0.70,0.60,0.50,0.70,0.80,110,D
2190,Namaste 🙏,-0.8081023097,0.00,0.40,0.00,0.60,0.00,0.60,0.00,0.60,10,D
2191,U dont understand how much of a help u r in my life 💚,-0.9967697859,0.70,0.80,0.30,0.80,0.40,0.00,0.70,0.10,54,D
2192,"Day 7 Thoughts:
It felt great having my shoulders open up and moving so much.  The lunges are also easier in some ways and still difficult in other ways.  I can hold it better, but moving while staying solid is hard still.  It’s only been a week though, so I just need to be patient.",-0.9076940417,0.80,0.60,0.30,0.80,0.90,0.60,0.70,0.50,283,D
2193,Who else is on day 7 on day 16?,-0.9946386218,-0.30,0.00,-0.40,0.00,-0.80,0.00,0.00,0.00,31,D
2194,I really enjoyed this week's practice! Thank you,0.9998756647,0.60,0.30,0.00,0.60,0.70,0.50,0.00,0.70,48,D
2195,This was exactly what I needed.,0.9990505576,0.70,0.80,0.20,0.60,0.00,0.70,0.70,0.90,31,D
2196,"You’ve helped me so much in just a week! I’m a TBI survivor, 2013! Thank you! 🙏",0.999511838,0.70,0.70,0.00,0.70,0.00,0.00,-0.40,0.70,80,D
2197,I’m loving this series. It’s very calming and nurturing. Thank you Adriene. I’m still very achy from ‘Burn’ though and the fire breath. I’m supposing that’s a good thing and so I keep working through it. Hopefully the aches will go if I continue and persevere 🙂🙂🇬🇧🌟🙏🏻,0.9997965693,0.70,0.80,0.00,0.60,0.70,0.60,-0.60,0.50,274,D
2198,"Didn't want to close my eyes at the beggining because I wanted to look at sweet Benji🐶💖.

Such a nice practice today✨",0.9965376854,0.60,0.60,0.00,0.50,0.00,0.00,0.00,0.70,119,D
2199,"This was my first miss :-( I practice in the evenings, because it helps me best at that time, “cleansing” me of the day’s stresses. But my work hours extended last Friday. I joined the program again Saturday, and did Days 7 & 8 back to back. Does that count? Hehe, I understand it’s not about ticking off the days. The two videos were good together though, and it was very helpful for me. This first week of work has been very challenging, and I needed this kind of restorative practice. Hope to not have any more missed days.",0.9956678152,-0.60,0.80,0.30,0.60,0.80,0.60,0.80,0.60,526,D
2200,The world needs adriene... 💚❤️💜💗🌍💙💜❤️💚,-0.8851387501,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,45,D
2201,"Adriene or any of you lovely souls, does anyone have any recommendations for good books to learn more about yoga philosophy?",-0.9984865189,0.00,0.20,0.80,0.20,0.40,0.00,0.00,0.00,124,D
2202,"today is a sunday in jakarta and i was slightly dreading yoga. i just wanted to stay in bed! but i saw the thumbnail of this video, adriene's in a sweater.... OK BE RIGHT THERE WITH YOU SIS",-0.9003817439,-0.60,0.60,0.00,0.60,0.00,0.00,-0.20,0.70,189,D
2203,"OMG. I know this is a day late but it's because myself, my partner, and our dog FELL ASLEEP IN A LINE on our mats post practice. We knew doing the snuggle practice at night was going to be relaxing but..lol.",-0.994086504,0.40,0.60,0.00,0.70,0.70,0.40,0.50,0.60,207,D
2204,"Become the observer, you're free from everything",0.9980903268,0.20,0.00,0.70,0.00,0.00,0.00,0.00,0.30,48,D
2205,Very restorative! Great to do before bedtime or when your body is tired/sore!,0.9966237545,0.70,0.60,0.90,0.60,0.00,0.00,0.70,0.60,77,D
2206,"Perfect timing! Thank you, Adriene!",0.9998761415,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,35,D
2207,Loved it !!! what a great way to end my day thank you very much 🙏🏽,0.9998804331,0.60,0.80,0.00,0.70,0.00,0.00,0.40,0.80,68,D
2208,My favorite day 😁😁😁😁,0.995588541,0.80,0.80,0.00,0.60,0.00,0.70,0.00,0.90,24,D
2209,"“Relax the ears - whatever that means”

Ears now have the ability to flop inwards... 😂☺️😊 such a relaxing and peaceful session today 🙏🌸🌼⭐️🌍🌎🌏🌹🌷🌺",0.983696878,0.60,0.70,0.00,0.80,0.00,0.60,0.70,0.80,155,D
2210,"Hi! I signed up, but never recieved an email. I tried twice. Am I too late? Hope not. Thankful for help 🙏 Kind regards all the way from Northenmost Sweden",-0.8740177155,-0.80,0.60,0.30,0.60,0.00,0.00,0.00,0.00,155,D
2211,Wanted to know if this arthritis friendly coz I've been recently diagnosed with Rheumatoid Arthritis,-0.9984467626,-0.50,0.00,0.80,0.00,0.00,0.00,-0.70,0.00,100,D
2212,I want to move towards appreciating the present. I tend to live in the future which means I often miss the great things going on right now in my life. No longer!,-0.937531054,-0.80,0.00,0.00,0.50,0.60,0.00,-0.30,0.00,161,D
2213,À demain 🙏,-0.9766330719,0.40,0.00,0.00,0.00,0.60,0.00,0.00,0.00,11,D
2214,Hey friend!!!!!,0.9995275736,0.20,0.00,0.00,0.50,0.00,0.00,0.00,0.00,15,D
2215,Welcome 2022-Thanks Adriene for doing this. A great way to start the New Year.,0.9998686314,0.40,0.70,0.00,0.60,0.00,0.00,0.00,0.70,78,D
2216,So grateful to be kicking off this new year in the company of Adrienne 😊. This is becoming a yearly thing and I very much look forward to it!,0.9998745918,0.80,0.60,0.30,0.70,0.40,0.00,0.00,0.00,142,D
2217,Excited. Let's go.,0.9997852445,0.40,0.80,0.00,0.70,0.70,0.00,0.00,0.40,18,D
2218,I'd love the name of the wall color in the room! Can anyone from Adriene's team provide this to me?,0.9638320208,0.40,0.60,0.70,0.50,0.00,0.00,0.00,0.80,99,D
2219,"Happy New Year, Adriene! I love starting the year moving with you into the best, most optimistic version of ourselves!",0.999881506,0.60,0.70,0.00,0.60,0.00,0.40,0.00,0.70,118,D
2220,Love Adriene ❤ not my favorite practice. It was more just do this and that..Hopefully Move gets better.,-0.8782468438,-0.60,-0.40,0.00,0.00,0.30,-0.60,0.30,0.00,103,D
2221,"i SO so SO want to do this but whenever I do my wrists (downward dog) and knees (lunge) are screaming at me. It's honestly painful. Tips? Please, I don't want to give up!",-0.98430866,-0.60,0.80,0.80,0.60,0.30,-0.40,-0.70,0.80,170,D
2222,how long do we have to sit and meditate at the beginningm  I didnt come for the meditations!!!!,-0.9965360165,-0.70,-0.80,-0.90,-0.80,0.00,-0.90,0.00,-0.70,95,D
2223,"Getting to the mat can be the hardest part. How was showing up for yourself today? If the video doesn't drop for you at the ideal time, can you trust that when you DO get to the mat, it could still be just the right time?!? (Shout out to the Day Late Club in Europe! )",-0.924782753,-0.30,0.50,0.60,0.20,0.20,0.00,0.00,0.50,268,D
2224,"Dear Adriene, Thank you thank you Thank you for this amazing gift! Though I was shaking heavily I loved it and I am looking forward to tommorow! Sending you so much love! ❤️",0.9998762608,0.70,0.70,0.20,0.50,0.70,0.40,-0.60,0.80,173,D
2225,"How wonderful to start the year like this again with some peace and love, thanks...",0.999882102,0.60,0.30,0.00,0.30,0.30,0.00,0.20,0.00,83,D
2226,Beautiful! Namaste🙏❤️,0.9998801947,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.50,22,D
2227,"Hey Adrien! I've just started this journey and I feel that how much improvement I've had in the last month. I remember first day , I couldn't walk because of pain after the practice, not exaggerating! but this time  is much more easier for me to do it and love doing it!
tnx a million again...",0.9962730408,0.80,0.70,0.20,0.60,0.80,0.40,0.60,0.70,293,D
2228,"Feeling so hopeful and grateful to be starting this journey. Moving towards groundedness, connectedness, peace, and light. Returning home and anchoring in the present. Thank you Adriene. 🤍",0.9998424053,0.80,0.70,0.30,0.70,0.40,0.00,0.00,0.70,189,D
2229,I got BPD and CPTSD. this helps me relax and takes the peak off of the bad emotions. Thank you so much for sharing these videos,0.9990020394,0.80,0.70,0.30,0.80,0.90,0.80,-0.80,0.90,127,D
2230,😘😘😘😘😘😘🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,40,D
2231,Footed pajamas do not make for a very solid base!,-0.9997959733,0.20,-0.60,-0.80,0.30,0.00,-0.40,0.00,0.00,49,D
2232,"when I was younger I was able to interlace my fingers behind my back, lower my torso and lift the arms up but now no matter how hard I try, I cannot. Does anyone else struggle with this? How do I get myself to do this again?",-0.9820491672,-0.30,0.00,0.90,0.00,-0.40,0.00,-0.60,0.00,224,D
2233,Me: “doin yoga doin yoga HEY NO FAIR MOUNTAIN CLIMBERS ok that was good actually I didn’t think I could do that”,-0.9841795564,0.40,0.00,0.00,0.00,0.50,0.00,0.30,0.60,112,D
2234,"Thank you, I loved this routine and really needing an 'Uplift' today 😞🙏❣",0.9995291233,0.60,0.70,0.00,0.50,0.00,0.70,0.00,0.50,74,D
2235,"2021 was VERY challenging (for many I'm certain too for various reasons). Joyfully, I became a grandmother in December 2020, but found out in February 2021 that I had breast cancer; to make a long story short, after a bilateral mastectomy and 33 days of radiation ... I was done!! ...
I was determined to be disciplined and do the Move practice with the intention to finish it. Thus far, i absolutely love it. Is it challenging? Of course, but worth every minutes of it. The pace works for me (hopefully to many of us). I already feel the difference in my overall calmness, body strength and balance (at 74, that one a bit tough ;) I've done yoga for quite a few years, but I am far from being an advanced yogi. I like it simple, slow and a bit challenging. Adrienne! let me say it, you are a beautiful humain being and I love you! Each years, I follow your practice more and more, and knowing the large community who's doing with me is amazing. THANK YOU! Namaste ...",0.9991962314,0.90,0.90,0.50,0.90,0.80,0.90,-0.50,0.90,968,D
2236,"Day 10 was today for me. I think this was one of my favorite practices of this series and the Home series that i completed last month. i used to practice OFTEN in person but stopped 3 years ago when i had hand surgery I tried a few versions of home yoga but couldn't find a groove and was about ready to find a new studio (I moved towns) when March of 2020 happened. I just haven't felt comfortable going back to that environment. i started working with a nutritionist/trainer in October to lose some menopause pounds and she turned me on to Adriene and i'm so glad - she spoke to my heart immediately. i've enjoyed just as much, the community that she has inspired and fosters. Humble Warrior felt amazing today and i was smiling the whole time. Best of all was feeling the strength I have regained. I will have to tag this session to come back to for sheer fun. Namaste y'all and be well!",0.9983704686,-0.70,0.90,0.60,0.80,0.60,0.70,0.80,0.90,890,D
2237,"Thank you, thank you, thank you 🙏🏼 Namaste 🙏🏼",0.9996682405,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.50,49,D
2238,"Day 362, one of my favourites. I did it during my lunch hour and got back to work feeling so balanced & strong. Thank You Adriene 🤩",0.9998477697,0.60,0.50,0.00,0.60,0.50,0.60,0.80,0.70,132,D
2239,"Lovely that just flew bye I do feel really uplifted 🙂
See you on the mat for day 11 
👍😎✌",0.9996517897,0.70,0.60,0.00,0.80,0.70,0.60,0.60,0.60,91,D
2240,Day 11 done :),-0.6594344974,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.00,14,D
2241,I was so sore from a different class and this stretching was exactly what I needed!!!!!!,-0.984554708,-0.40,0.20,0.00,0.50,0.00,0.70,-0.40,0.60,88,D
2242,it’s definitely an added difficulty when your cat plants herself smack dab in the middle of the mat,-0.9928760529,-0.50,0.30,0.00,-0.20,0.00,-0.30,0.00,0.00,99,D
2243,"""notice how you feel""
Me: I feel sore Adriene, sore!✨",-0.9973320961,-0.40,-0.30,0.00,0.80,0.00,-0.40,-0.90,0.60,53,D
2244,11 days… time’s going so fast! This was exactly what I needed today.,0.9982170463,0.40,0.60,0.00,0.60,0.70,0.60,0.00,0.60,68,D
2245,"Adrienne, I just love these sessions. I am new to yoga though and I was wandering if doing 30 min sessions like this daily will show results in my muscle as well or only in flexibility? Thank you for doing this...😘",0.9993281364,0.40,0.60,0.80,0.50,0.20,0.40,0.00,0.60,215,D
2246,Thank you Adriene! love to you and Benji,0.9998713732,0.00,0.40,0.00,0.50,0.00,0.00,0.00,0.70,40,D
2247,"I think it's so cool you are showing us/me all the different focus points you can have on the different positions, really brings more depth in the yoga postures and I figure also a way to make me/us more conscious of the importance of your focus. Thanks alot!",0.9995986819,0.60,0.50,0.00,0.60,0.00,0.30,0.00,0.80,259,D
2248,"This looping is dedicated to ""Move!""",0.9893403649,0.30,0.00,0.00,0.00,0.00,0.40,0.00,0.50,36,D
2249,"YWA has become my go to practice fjor 4 years and I pass her on to everyone I know. She is so accessible; no matter age, experience, or physical fitness. Thanks again community for being so inspiring.",0.9994620681,0.80,0.60,0.70,0.50,0.90,0.00,0.20,0.80,200,D
2250,🕊️✨🕊️✨🕊️✨,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,12,D
2251,This is my second time on this journey.  It is still difficult for me!,-0.9962867498,0.40,-0.30,0.00,0.00,0.80,-0.50,-0.30,0.50,70,D
2252,"These are so much fun, jumping in a day before actually doing the practice in this video as I have injured my knee and wanted to know if anyone has any advice on how to approach these practices - specifically the moves on all fours - with a minor knee injury 😆",-0.9960283041,-0.60,0.60,0.80,0.50,-0.20,-0.20,-0.70,0.60,261,D
2253,"this one was a rough one, indeed. got tricked by that cozy sweater😉",-0.9982258677,-0.70,-0.40,0.00,-0.50,0.00,-0.70,0.00,0.40,68,D
2254,I'll be coming back to today's practice again and again. Thank you for the encouragement to focus. <3,0.9997487664,0.70,0.60,0.00,0.60,0.60,0.90,0.50,0.70,101,D
2255,"I did this class today and its the first one that has defeated me. Though not entirely! I stood on one leg Ok! I had trouble hearing you when you where lying on the floor, and could not read your subtitles( computer is on the desk)Eagle pose always tricky .My arms just don't wrap, so I just modified it to suit. Then it has been as hot as hell and humid here and you were in a sweater.. But I still love you and will be back tomorrow",0.9819566011,-0.70,0.70,-0.30,0.70,0.70,-0.50,-0.60,0.80,434,D
2256,I just love this community! The comments are wonderful. Great job everyone and thank you Adriene for another beautiful day of yoga.,0.999881506,0.80,0.60,0.70,0.50,0.00,0.50,0.00,0.80,131,D
2257,I found this challenging! I will do it again tomorrow. Perhaps I will magically get stronger over night!.,0.999384284,-0.30,0.50,0.20,0.50,0.60,-0.20,0.60,0.60,105,D
2258,Today was hard for me. I felt she went a bit quicker than usual so I felt I was on catch up. Some I couldn’t do so I continued with a stretch. Hopefully I can power through tomorrow.,0.7887579203,-0.40,0.40,0.00,-0.30,0.20,-0.60,-0.50,-0.20,182,D
2259,I had several errands to run after work and didn’t know if I’d make it. But I made myself and feelin good about 12 days in a row.,0.9996242523,0.50,0.00,0.00,0.60,0.80,0.00,0.20,0.30,129,D
2260,Can’t waitttt,-0.5121166706,0.70,0.20,0.00,0.40,0.00,0.00,0.00,0.20,13,D
2261,Been doing this with you for nearly seven years and the crow pose will always be my nemesis. :( I just cannot do. it.,-0.9930328131,0.70,-0.30,0.00,-0.30,0.90,-0.80,-0.50,-0.20,117,D
2262,"I mean I'm down to try, but I have a really bad elbow and I just don't feel like it's going to work for me. I don't feel like that with most poses, but this one hurts every time....",-0.9993376136,-0.70,-0.30,-0.20,-0.40,-0.30,-0.30,-0.90,0.30,181,D
2263,The little pic of this video scares me but here anyway haha,-0.9790858626,-0.50,-0.40,0.00,-0.20,0.30,-0.60,0.00,-0.40,59,D
2264,I loved the pace of this practice and yesterday’s. It is evident that each day builds on previous practices. Please keep sending us these lovely videos to start our days. My life would not be the same without my daily yoga with Adriene practice.,0.9997361302,0.70,0.60,0.00,0.50,0.60,0.00,0.40,0.60,245,D
2265,this video aligned to some huge shifts in my life. really appreciative of the encouragement to lift off into new beginnings. To everyone struggling to come to the mat today: you can do it! I'm cheering you on.,0.9998289347,0.70,0.00,0.80,0.40,0.20,0.00,0.00,0.60,209,D
2266,Day 13 was so difficult but I showed up and gave it my best.  See you all for Day 14!,0.999725163,0.50,0.30,0.00,-0.40,0.40,-0.60,0.70,0.50,85,D
2267,"Well, that didn’t go so well!😂😂. My Crow WILL fly one day, but right now, he cannot even hop! Love the Breath work! Namaste 🙏",0.9960128069,-0.40,0.20,0.20,0.60,0.40,0.30,-0.50,0.30,128,D
2268,Complete!,0.9998323917,0.70,0.00,0.00,0.60,0.70,0.00,0.00,0.40,9,D
2269,Today's practice was  hard and  intimidating. I had negative self talk during the poses I was not able to complete.  Thank you Adriene for recognizing that was happening. Your words lifted me up and re-ignited my belief in myself and my journey. Looking forward to tomorrow's practice.,0.9989985824,0.60,0.40,0.50,0.60,0.60,0.60,-0.60,0.80,285,D
2270,LUV🌹,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,5,D
2271,Day 14 ✅🙏🏻 surrender is a practice 🙌🏼💛,-0.98698771,0.60,0.30,-0.50,0.40,0.70,0.00,0.00,0.40,43,D
2272,I shoulda clipped my toenails before this one.,-0.9984459281,-0.40,-0.40,-0.60,-0.20,0.00,-0.30,-0.80,-0.30,46,D
2273,Hi All! Could anyone recommend a larger high quality yoga mat? I am 6 foot and would like a wider than usual mat that can still be rolled and stored away! Any suggestions? 🥰🙏,-0.9859112501,0.60,0.20,0.80,0.00,0.00,0.30,0.00,-0.30,176,D
2274,"What do you want to move closer to? For me the question contains the answer itself - I do want to learn how to move towards what I want, instead of how to run away from what I don't want. 
Thank you for this amazing journey, Adrienne! Every day I wake up with the idea that no matter what I have my minutes on the mat booked😁🥰",0.9997524619,0.80,0.70,0.80,0.70,0.70,0.40,0.60,0.70,328,D
2275,Its Benji in this video for me...,0.9069539309,0.60,0.40,0.00,0.50,0.00,0.00,0.00,0.70,33,D
2276,I am so glad that a friend made me aware of this 30 day journey - I am very grateful to Adriene for the wonderful yoga she brings to us.,0.9998492002,0.60,0.70,0.00,0.50,0.40,0.20,0.00,0.60,136,D
2277,"Meeting myself exactly where I am ,this is my new affirmation.",0.9997925162,0.40,0.60,0.00,0.30,0.00,0.00,0.00,0.60,62,D
2278,"That felt like a minute wow 😯 flew by so fast! 
I love it",0.9997625947,0.70,0.80,0.00,0.90,0.00,0.70,0.20,0.70,58,D
2279,"I would like to move closer to better quality life, both mentally and physically.. 
Thank you, Adrien for helping me on this journey.",0.9995931983,0.70,0.50,0.00,0.70,0.60,0.00,0.60,0.50,133,D
2280,😊💜,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,4,D
2281,"Today felt goooooooooood!!! can’t believe how fast the time is passing. here we are, halfway through!!!",-0.9880257249,0.50,0.50,0.00,0.80,0.70,0.00,0.70,0.70,103,D
2282,"Half way? Surely not! That's exciting, to think I'm at the half way point. But now I'm starting to wonder what happens after these 30 days are up. What do veterans of YWA go on to do after the 30 day journeys are over?",-0.9454853535,-0.40,0.40,0.90,0.60,0.70,0.00,-0.20,0.50,218,D
2283,"This one made me cry. I have been so close to quitting my job everyday. I am an ER doctor and the last month has been incredibly heavy for us. The volumes have been overwhelming, and I have been overworked. But today I am going to push the reset button. Thanks for all you do for us Adriene <3",-0.9899645448,-0.70,0.60,0.00,0.50,0.20,0.30,0.00,0.60,293,D
2284,"Adrienne THANK YOU.  I can’t tell you how much I’m enjoying every single session; even those that I can’t do. When I’m finished, I’m so energised and full of joy for life even though I don’t always start out that way when arriving on the mat. I’ve said it before, you really are an incredible soul and I hope all this joy and love you give goes right back to you 💕🌈🌻",0.9998687506,0.60,0.80,0.00,0.70,0.00,0.00,0.40,0.70,369,D
2285,Knocking on Heaven’s Door reminds me of Karate Kid 2 when they all play the den-den daiko and it helps Daniel concentrate.,0.9992009997,0.80,0.60,0.20,0.70,0.00,0.80,0.00,0.70,122,D
2286,First time I did my yoga in the evening instead of right when I woke up. I had a lot of caffeine today so it ready helped move everything so my energy wasn't so focused on my mind. Practice went by so quickly today!,0.9946157336,0.70,0.50,0.00,0.00,0.00,0.00,0.40,0.50,215,D
2287,"One take away from the journey so far, is how wonderful it feels to show up for myself everyday. Every time I step on the mat, I remind myself just to show up as I am, even if i'm not feeling the best, because I know how dramatically my energy and mood shifts once I take this time to simply be. It is truly a gift to be able to move in the way I do,  and come back to myself and peace everyday, regardless of where I may be. 

Thank you for leading these beautiful practices Adriene. Sending love to you, and everyone else who's on this journey too. You're all doing amazing <3",0.9998685122,0.80,0.70,0.00,0.70,0.90,0.60,0.70,0.70,578,D
2288,I am loving the MOVE series. This is my 3rd January challenge and I think this is the best yet. I feel challenged and even get a little sore. I love it!!,0.9998519421,0.70,0.80,0.00,0.70,0.80,0.80,0.70,0.70,153,D
2289,I do love sounds of your beautiful voice! Thank you for.a lesson!,0.9998753071,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.80,65,D
2290,😊❤,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,3,D
2291,My wrists are my weak point and some days almost give out. Any one have thoughts on improving wrists? Because I will make it thru the 30 days!,-0.9715136886,-0.40,0.00,0.80,-0.70,0.70,0.00,-0.50,0.60,142,D
2292,Felt awkward and defeated today.  This series is way too advanced for a beginner of age 66.,-0.9996911287,-0.60,-0.80,0.00,-0.70,-0.50,-0.90,-0.80,-0.60,91,D
2293,too much talking for me today.,-0.999540925,-0.30,-0.90,-0.40,-0.70,0.00,0.00,0.00,-0.80,30,D
2294,"I was having a rough day and this practice totally flipped that around, really giving me strength. Thank you 🙏🏽✨",0.9998028874,0.60,0.50,0.00,0.40,0.40,0.00,0.70,0.70,114,D
2295,"I LOVE THIS :) I love having an anchor! I love that phrase, ""My breath is my anchor, my anchor is my breath."" I love having my attention brought to the breath, I feel strong, well, connected. And the flow of the practice today was so wonderful, my body loved it. Love dancer! Thank you, Adriene! Another wonderful start to another wonderful day. And I'm starting to feel proud of myself for practicing yoga for 16 days in a row! It's not much, but it feels really good!",0.9998774529,0.80,0.90,0.00,0.80,0.90,0.00,0.70,0.90,469,D
2296,"Just completed Day 16! Thank-you Adriene:) Namaste everyone, have a wonderful week.",0.9998544455,0.40,0.20,0.60,0.60,0.80,0.00,0.00,0.70,83,D
2297,"Gets better, namaste x",0.9780555367,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.50,22,D
2298,I was able to do the side planks!!! It’s crazy how strong I felt today compared to day one 🤭🥳,0.9989951253,0.80,0.00,0.00,0.90,0.90,0.70,0.80,0.50,95,D
2299,Great thanks 🙏 💜,0.9997947812,0.00,0.70,0.00,0.70,0.00,0.00,0.60,0.50,18,D
2300,This practise came a the right moment for me! I really needed a snuggle with a blanket in my second day of my period😌,-0.8464224935,-0.40,0.40,0.00,0.60,0.00,0.80,-0.60,0.70,118,D
2301,Just the name of this session - snuggle - means I can't wait to get on the mat today.,-0.996153295,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.70,85,D
2302,You know how Hindu Gods often are depicted with many arms? Well the picture for this video looked (on my phone at least) like you had two sets of legs. That cushion and the pants being the same color. Anyways :),-0.9925661087,0.40,0.30,0.00,0.60,0.00,0.00,0.00,0.50,211,D
2303,"this is crazy! i'm a really bad insomniac, but for the past week my sleep schedule has been alright, except for today when i woke up at 4 am restless. I had so much energy, but i was also so sleepy at the same time, so when i came to the mat, day 17 was snuggle! like, as if.",-0.9932628274,-0.30,0.70,0.00,0.60,0.90,0.30,-0.40,0.70,275,D
2304,"Today marks a year since my dad died from Covid. We went to a farm shop I know he would have loved and bought British ales (he loved his ales) to toast him. I am a little behind on Move, but it's almost like he saved this one for me just for today. Thank you x",0.9992823005,0.70,0.60,0.00,0.60,0.00,0.60,0.00,0.80,260,D
